timestep,consumption_eur,consumption_sib,price_eur,price_sib
2011-03-26 15:00,88975.0,24267.0,1017.37,520.77
2011-03-26 17:00,90761.0,24524.0,1022.65,522.53
2011-03-26 18:00,93073.0,23958.0,1037.26,511.53
2011-03-26 19:00,94417.0,22907.0,1086.21,504.19
2011-03-26 20:00,93279.0,22316.0,1039.34,479.74
2011-03-26 21:00,90726.0,21994.0,1022.11,476.21
2011-03-26 22:00,87311.0,21838.0,982.48,474.08
2011-03-26 23:00,83696.0,21737.0,899.77,462.76
2011-03-27 00:00,80289.0,21750.0,862.27,466.71
2011-03-27 01:00,79798.0,22022.0,852.96,465.77
2011-03-27 02:00,79798.0,22022.0,852.96,465.77
2011-03-27 03:00,79415.0,22576.0,829.79,494.33
2011-03-27 04:00,79117.0,22862.0,817.25,511.24
2011-03-27 05:00,80444.0,23259.0,858.59,516.81
2011-03-27 06:00,80592.0,23565.0,858.41,524.68
2011-03-27 07:00,81644.0,23581.0,880.47,533.82
2011-03-27 08:00,82338.0,23321.0,877.27,526.04
2011-03-27 09:00,84873.0,23211.0,973.25,525.98
2011-03-27 10:00,85524.0,23075.0,970.97,514.72
2011-03-27 11:00,86272.0,23010.0,988.6,513.66
2011-03-27 12:00,85380.0,23107.0,964.18,511.08
2011-03-27 13:00,85733.0,23225.0,980.33,509.94
2011-03-27 14:00,85417.0,23693.0,968.94,528.88
2011-03-27 15:00,86640.0,24002.0,994.98,536.23
2011-03-27 16:00,86933.0,24338.0,996.36,544.83
2011-03-27 17:00,88182.0,24549.0,1002.71,563.42
2011-03-27 18:00,89403.0,24216.0,1012.88,567.35
2011-03-27 19:00,92366.0,22974.0,1036.81,535.43
2011-03-27 20:00,92769.0,22224.0,1034.53,500.43
2011-03-27 21:00,91417.0,21832.0,1031.69,487.23
2011-03-27 22:00,87155.0,21562.0,961.41,470.64
2011-03-27 23:00,84456.0,21562.0,926.81,469.38
2011-03-28 00:00,81840.0,21687.0,878.39,486.0
2011-03-28 01:00,80210.0,22080.0,858.4,490.32
2011-03-28 02:00,79952.0,22523.0,851.37,487.99
2011-03-28 03:00,79931.0,22741.0,848.85,528.13
2011-03-28 04:00,81130.0,23141.0,863.74,540.09
2011-03-28 05:00,83225.0,23521.0,881.81,551.02
2011-03-28 06:00,85242.0,23670.0,898.94,567.36
2011-03-28 07:00,89278.0,23586.0,1000.03,569.01
2011-03-28 08:00,92937.0,23363.0,1026.42,622.8
2011-03-28 09:00,95307.0,23224.0,1051.36,623.27
2011-03-28 10:00,95267.0,23160.0,1052.07,639.09
2011-03-28 11:00,94363.0,23112.0,1042.23,588.93
2011-03-28 12:00,93405.0,23154.0,1039.47,547.19
2011-03-28 13:00,93730.0,23249.0,1044.07,568.28
2011-03-28 14:00,93597.0,23802.0,1040.34,562.28
2011-03-28 15:00,93815.0,24318.0,1040.98,562.03
2011-03-28 16:00,93248.0,24563.0,1033.28,566.71
2011-03-28 17:00,92995.0,24550.0,1028.48,589.32
2011-03-28 18:00,93915.0,24066.0,1036.19,595.36
2011-03-28 19:00,95444.0,23045.0,1037.39,524.38
2011-03-28 20:00,96003.0,22264.0,1057.29,502.89
2011-03-28 21:00,93557.0,21744.0,1065.38,493.39
2011-03-28 22:00,89259.0,21550.0,1004.77,490.62
2011-03-28 23:00,85612.0,21400.0,926.87,475.98
2011-03-29 00:00,82322.0,21046.0,870.53,521.63
2011-03-29 01:00,81230.0,21233.0,847.9,520.87
2011-03-29 02:00,79894.0,21663.0,817.8,517.35
2011-03-29 03:00,80210.0,22158.0,822.48,546.77
2011-03-29 04:00,80885.0,22798.0,833.54,568.66
2011-03-29 05:00,83662.0,23233.0,872.65,575.13
2011-03-29 06:00,86551.0,23454.0,948.98,591.5
2011-03-29 07:00,89966.0,23406.0,1024.11,590.01
2011-03-29 08:00,92825.0,23218.0,1039.25,637.72
2011-03-29 09:00,95402.0,23067.0,1072.24,636.1
2011-03-29 10:00,95198.0,23021.0,1061.29,638.68
2011-03-29 11:00,94753.0,23049.0,1068.53,638.77
2011-03-29 12:00,93338.0,23067.0,1055.27,570.35
2011-03-29 13:00,94163.0,23120.0,1070.36,576.75
2011-03-29 14:00,93911.0,24191.0,1068.54,534.52
2011-03-29 15:00,93884.0,24329.0,1071.33,539.54
2011-03-29 16:00,92821.0,24119.0,1052.21,556.85
2011-03-29 17:00,92838.0,23917.0,1055.37,607.09
2011-03-29 18:00,93176.0,23701.0,1048.64,636.56
2011-03-29 19:00,95742.0,22921.0,1063.28,573.88
2011-03-29 20:00,95893.0,21983.0,1065.75,547.45
2011-03-29 21:00,94022.0,21362.0,1069.4,533.39
2011-03-29 22:00,89332.0,21044.0,1007.74,527.99
2011-03-29 23:00,85979.0,21049.0,932.03,526.28
2011-03-30 00:00,82351.0,21301.0,878.11,500.22
2011-03-30 01:00,80754.0,21560.0,846.03,498.96
2011-03-30 02:00,79495.0,22046.0,819.17,498.22
2011-03-30 03:00,80008.0,22440.0,816.03,513.52
2011-03-30 04:00,80606.0,22874.0,824.63,545.56
2011-03-30 05:00,83649.0,23358.0,878.0,560.62
2011-03-30 06:00,86943.0,23501.0,957.58,574.18
2011-03-30 07:00,90655.0,23439.0,1030.18,591.42
2011-03-30 08:00,93520.0,23346.0,1058.8,640.79
2011-03-30 09:00,96023.0,23187.0,1086.35,641.53
2011-03-30 10:00,95582.0,23082.0,1075.21,647.95
2011-03-30 11:00,95120.0,23056.0,1077.8,646.55
2011-03-30 12:00,93685.0,23037.0,1078.9,539.14
2011-03-30 13:00,94629.0,23297.0,1096.69,527.92
2011-03-30 14:00,94185.0,24011.0,1091.15,544.19
2011-03-30 15:00,94120.0,24230.0,1076.28,552.08
2011-03-30 16:00,92503.0,24266.0,1051.42,553.82
2011-03-30 17:00,92321.0,24098.0,1043.67,567.83
2011-03-30 18:00,92277.0,23909.0,1032.97,635.94
2011-03-30 19:00,94972.0,22980.0,1055.05,608.83
2011-03-30 20:00,95620.0,22062.0,1061.33,519.87
2011-03-30 21:00,93951.0,21705.0,1079.01,511.46
2011-03-30 22:00,89477.0,21436.0,1016.5,506.85
2011-03-30 23:00,86174.0,21276.0,932.52,497.22
2011-03-31 00:00,81935.0,21860.0,873.05,469.03
2011-03-31 01:00,80497.0,22052.0,843.41,466.22
2011-03-31 02:00,79289.0,22410.0,816.49,460.62
2011-03-31 03:00,79685.0,22915.0,813.33,475.85
2011-03-31 04:00,80414.0,23142.0,814.94,490.15
2011-03-31 05:00,83358.0,23690.0,868.87,503.46
2011-03-31 06:00,86590.0,23899.0,958.38,518.12
2011-03-31 07:00,90123.0,23459.0,1036.73,547.03
2011-03-31 08:00,93131.0,23196.0,1070.73,617.06
2011-03-31 09:00,95650.0,23033.0,1098.44,575.78
2011-03-31 10:00,95325.0,22960.0,1109.22,599.08
2011-03-31 11:00,94842.0,22893.0,1090.82,534.37
2011-03-31 12:00,93342.0,23372.0,1072.85,488.68
2011-03-31 13:00,94126.0,23687.0,1106.8,477.51
2011-03-31 14:00,93489.0,23804.0,1098.85,485.7
2011-03-31 15:00,93818.0,23990.0,1088.27,500.69
2011-03-31 16:00,92582.0,24295.0,1072.15,512.76
2011-03-31 17:00,92312.0,24511.0,1053.48,510.34
2011-03-31 18:00,92059.0,24275.0,1044.31,555.94
2011-03-31 19:00,93984.0,23091.0,1050.53,502.15
2011-03-31 20:00,94708.0,22348.0,1054.23,479.18
2011-03-31 21:00,93608.0,21950.0,1074.18,472.36
2011-03-31 22:00,89736.0,21703.0,1023.35,470.77
2011-03-31 23:00,86231.0,21550.0,947.66,454.7
2011-04-01 00:00,82470.0,21515.0,913.24,465.03
2011-04-01 01:00,80711.0,21867.0,869.72,467.86
2011-04-01 02:00,80006.0,22366.0,857.94,465.74
2011-04-01 03:00,80032.0,22334.0,867.9,506.26
2011-04-01 04:00,81102.0,22691.0,878.45,536.81
2011-04-01 05:00,83234.0,23204.0,968.91,546.66
2011-04-01 06:00,86520.0,23372.0,1063.29,553.29
2011-04-01 07:00,90493.0,23233.0,1153.61,614.22
2011-04-01 08:00,93575.0,23083.0,1173.0,648.15
2011-04-01 09:00,95707.0,22972.0,1223.46,648.22
2011-04-01 10:00,95646.0,22957.0,1199.57,543.5
2011-04-01 11:00,94746.0,22963.0,1190.08,539.36
2011-04-01 12:00,93677.0,22909.0,1172.7,519.27
2011-04-01 13:00,94068.0,23528.0,1187.1,506.85
2011-04-01 14:00,93565.0,23629.0,1181.15,502.55
2011-04-01 15:00,93167.0,23833.0,1183.79,522.29
2011-04-01 16:00,92288.0,24125.0,1166.29,525.81
2011-04-01 17:00,91923.0,24346.0,1163.44,530.58
2011-04-01 18:00,91781.0,23781.0,1157.75,531.94
2011-04-01 19:00,93059.0,22685.0,1155.19,617.74
2011-04-01 20:00,94513.0,21844.0,1166.39,531.59
2011-04-01 21:00,93257.0,21638.0,1172.32,487.27
2011-04-01 22:00,89442.0,21366.0,1102.81,473.22
2011-04-01 23:00,85932.0,21412.0,1003.0,463.54
2011-04-02 00:00,81779.0,20862.0,1008.25,465.35
2011-04-02 01:00,79748.0,21021.0,956.28,463.91
2011-04-02 02:00,79010.0,21372.0,929.3,459.52
2011-04-02 03:00,78692.0,21637.0,910.19,480.13
2011-04-02 04:00,78905.0,21705.0,909.85,489.68
2011-04-02 05:00,79592.0,22246.0,902.8,510.46
2011-04-02 06:00,80221.0,22483.0,933.97,523.52
2011-04-02 07:00,82217.0,22507.0,984.15,584.2
2011-04-02 08:00,84843.0,22510.0,1031.91,535.63
2011-04-02 09:00,86976.0,22393.0,1048.45,535.16
2011-04-02 10:00,87644.0,22269.0,1046.51,536.9
2011-04-02 11:00,87444.0,22275.0,1049.49,536.11
2011-04-02 12:00,86718.0,22275.0,1040.91,532.99
2011-04-02 13:00,86685.0,22308.0,1041.55,500.31
2011-04-02 14:00,86455.0,22640.0,1038.31,496.63
2011-04-02 15:00,86380.0,23116.0,1034.89,494.87
2011-04-02 16:00,86265.0,23137.0,1033.57,498.79
2011-04-02 17:00,86672.0,23307.0,1037.43,519.38
2011-04-02 18:00,87667.0,23115.0,1033.73,663.6
2011-04-02 19:00,89582.0,22365.0,1050.24,668.56
2011-04-02 20:00,90740.0,21705.0,1049.77,666.69
2011-04-02 21:00,90349.0,21137.0,1057.69,604.52
2011-04-02 22:00,86797.0,20867.0,1001.37,489.33
2011-04-02 23:00,82674.0,20755.0,951.41,460.65
2011-04-03 00:00,79916.0,20532.0,930.98,515.66
2011-04-03 01:00,78005.0,20718.0,879.52,514.09
2011-04-03 02:00,77302.0,20987.0,875.15,501.66
2011-04-03 03:00,76711.0,21152.0,869.54,510.19
2011-04-03 04:00,76946.0,21458.0,868.36,511.67
2011-04-03 05:00,77727.0,21984.0,870.53,520.33
2011-04-03 06:00,78197.0,22280.0,885.74,534.48
2011-04-03 07:00,78685.0,22404.0,873.24,624.85
2011-04-03 08:00,80827.0,22329.0,908.98,544.48
2011-04-03 09:00,82838.0,22287.0,1000.34,544.66
2011-04-03 10:00,83810.0,22146.0,1005.13,544.55
2011-04-03 11:00,84020.0,22026.0,1009.17,537.02
2011-04-03 12:00,83704.0,22042.0,1004.27,536.74
2011-04-03 13:00,83763.0,22066.0,1009.88,526.44
2011-04-03 14:00,83851.0,22256.0,1012.85,522.88
2011-04-03 15:00,83848.0,22586.0,1014.42,501.07
2011-04-03 16:00,84158.0,22903.0,1017.07,512.47
2011-04-03 17:00,84494.0,23272.0,1010.75,528.6
2011-04-03 18:00,85562.0,23137.0,1015.58,546.6
2011-04-03 19:00,87812.0,22388.0,1033.67,643.87
2011-04-03 20:00,89989.0,21745.0,1068.33,654.77
2011-04-03 21:00,89542.0,21143.0,1092.31,527.1
2011-04-03 22:00,85962.0,20911.0,1027.65,499.66
2011-04-03 23:00,82549.0,20772.0,971.47,496.63
2011-04-04 00:00,79426.0,20656.0,905.04,532.42
2011-04-04 01:00,77564.0,20862.0,867.6,529.8
2011-04-04 02:00,77479.0,21183.0,866.73,529.92
2011-04-04 03:00,77370.0,21808.0,869.54,543.26
2011-04-04 04:00,78467.0,22526.0,881.4,560.26
2011-04-04 05:00,80836.0,23001.0,905.17,570.21
2011-04-04 06:00,84130.0,23245.0,1012.31,583.02
2011-04-04 07:00,87595.0,23204.0,1075.57,610.34
2011-04-04 08:00,91160.0,23045.0,1115.44,647.53
2011-04-04 09:00,93407.0,22884.0,1177.41,644.21
2011-04-04 10:00,93479.0,22848.0,1191.52,645.18
2011-04-04 11:00,92474.0,22746.0,1135.15,643.4
2011-04-04 12:00,91497.0,22678.0,1125.75,636.46
2011-04-04 13:00,91897.0,22710.0,1143.62,568.3
2011-04-04 14:00,91591.0,22870.0,1125.25,565.51
2011-04-04 15:00,91385.0,23207.0,1113.85,543.83
2011-04-04 16:00,90469.0,23498.0,1096.8,571.73
2011-04-04 17:00,89687.0,23715.0,1078.22,589.64
2011-04-04 18:00,89242.0,23453.0,1052.8,605.45
2011-04-04 19:00,90666.0,22772.0,1066.28,623.48
2011-04-04 20:00,92439.0,21709.0,1122.58,577.13
2011-04-04 21:00,91639.0,21107.0,1221.83,551.88
2011-04-04 22:00,88014.0,20815.0,1055.36,536.37
2011-04-04 23:00,84101.0,20654.0,968.11,532.26
2011-04-05 00:00,79328.0,20960.0,894.39,506.7
2011-04-05 01:00,77660.0,21159.0,865.48,509.35
2011-04-05 02:00,77039.0,21539.0,860.77,502.94
2011-04-05 03:00,76693.0,22169.0,855.89,526.41
2011-04-05 04:00,77824.0,22610.0,864.55,531.56
2011-04-05 05:00,80375.0,23021.0,898.9,536.74
2011-04-05 06:00,83480.0,23130.0,964.22,537.47
2011-04-05 07:00,86350.0,23102.0,1024.34,545.39
2011-04-05 08:00,89815.0,23000.0,1083.09,674.45
2011-04-05 09:00,92118.0,22727.0,1118.06,627.46
2011-04-05 10:00,92106.0,22700.0,1116.71,631.89
2011-04-05 11:00,91051.0,22667.0,1100.21,624.66
2011-04-05 12:00,90158.0,22618.0,1093.81,620.89
2011-04-05 13:00,90397.0,22755.0,1102.03,535.91
2011-04-05 14:00,90205.0,22794.0,1103.48,516.79
2011-04-05 15:00,90272.0,23102.0,1110.84,517.35
2011-04-05 16:00,89464.0,23317.0,1104.18,523.58
2011-04-05 17:00,88722.0,23577.0,1091.6,537.37
2011-04-05 18:00,88069.0,23299.0,1055.85,553.77
2011-04-05 19:00,89267.0,22716.0,1063.44,596.39
2011-04-05 20:00,91074.0,21690.0,1091.57,576.41
2011-04-05 21:00,90241.0,21238.0,1107.39,514.9
2011-04-05 22:00,87026.0,21100.0,1046.66,509.4
2011-04-05 23:00,83300.0,20954.0,951.26,493.41
2011-04-06 00:00,78404.0,21066.0,886.12,465.28
2011-04-06 01:00,76646.0,21360.0,857.36,465.11
2011-04-06 02:00,75884.0,21874.0,851.47,465.43
2011-04-06 03:00,75888.0,22253.0,847.14,508.03
2011-04-06 04:00,76930.0,22746.0,863.96,521.68
2011-04-06 05:00,79391.0,23137.0,904.15,533.92
2011-04-06 06:00,83324.0,23345.0,1002.28,533.58
2011-04-06 07:00,86647.0,23250.0,1044.19,538.51
2011-04-06 08:00,90047.0,23080.0,1094.44,615.31
2011-04-06 09:00,92291.0,22984.0,1133.51,615.32
2011-04-06 10:00,92172.0,22948.0,1123.12,618.62
2011-04-06 11:00,91072.0,22921.0,1107.31,618.3
2011-04-06 12:00,90037.0,22826.0,1098.59,606.3
2011-04-06 13:00,90344.0,22975.0,1111.86,522.82
2011-04-06 14:00,89984.0,23275.0,1103.37,506.3
2011-04-06 15:00,89481.0,23470.0,1096.55,531.35
2011-04-06 16:00,88648.0,23727.0,1084.2,532.95
2011-04-06 17:00,87787.0,23693.0,1068.09,565.39
2011-04-06 18:00,87617.0,23504.0,1053.28,552.78
2011-04-06 19:00,88957.0,22594.0,1064.9,577.58
2011-04-06 20:00,90729.0,21858.0,1098.5,535.85
2011-04-06 21:00,89729.0,21364.0,1094.83,488.74
2011-04-06 22:00,86244.0,21139.0,1036.48,466.51
2011-04-06 23:00,82230.0,21097.0,983.75,465.42
2011-04-07 00:00,78619.0,20596.0,884.79,513.66
2011-04-07 01:00,76563.0,20890.0,857.07,515.26
2011-04-07 02:00,76251.0,21365.0,853.02,513.27
2011-04-07 03:00,76063.0,21822.0,845.66,530.15
2011-04-07 04:00,77528.0,22536.0,895.78,547.04
2011-04-07 05:00,79586.0,22920.0,904.7,555.27
2011-04-07 06:00,83449.0,23156.0,1002.18,561.37
2011-04-07 07:00,86730.0,23166.0,1058.2,568.8
2011-04-07 08:00,90572.0,23008.0,1148.28,625.19
2011-04-07 09:00,92495.0,22875.0,1200.09,625.42
2011-04-07 10:00,92476.0,22865.0,1377.54,635.09
2011-04-07 11:00,90930.0,22846.0,1155.02,636.53
2011-04-07 12:00,90076.0,22784.0,1143.76,631.67
2011-04-07 13:00,90385.0,22782.0,1164.74,565.78
2011-04-07 14:00,90636.0,22880.0,1177.92,533.68
2011-04-07 15:00,90158.0,23110.0,1157.5,521.33
2011-04-07 16:00,89281.0,23345.0,1188.64,552.16
2011-04-07 17:00,88197.0,23421.0,1118.23,580.78
2011-04-07 18:00,88499.0,23206.0,1117.45,605.99
2011-04-07 19:00,90048.0,22490.0,1132.23,596.69
2011-04-07 20:00,91344.0,21470.0,1146.1,563.04
2011-04-07 21:00,90228.0,20879.0,1167.9,526.43
2011-04-07 22:00,86648.0,20605.0,1080.92,515.02
2011-04-07 23:00,82398.0,20437.0,990.19,509.91
2011-04-08 00:00,78465.0,20912.0,902.46,497.37
2011-04-08 01:00,76715.0,21137.0,871.27,496.0
2011-04-08 02:00,75936.0,21517.0,854.46,502.06
2011-04-08 03:00,75936.0,21912.0,852.83,530.28
2011-04-08 04:00,77174.0,22613.0,867.35,538.62
2011-04-08 05:00,79419.0,23049.0,906.96,539.89
2011-04-08 06:00,82956.0,23232.0,1006.39,546.48
2011-04-08 07:00,86418.0,23124.0,1055.0,554.86
2011-04-08 08:00,89979.0,22930.0,1106.3,605.9
2011-04-08 09:00,92256.0,22856.0,1156.96,604.94
2011-04-08 10:00,92258.0,22866.0,1160.76,609.67
2011-04-08 11:00,91209.0,22835.0,1112.88,608.48
2011-04-08 12:00,90248.0,22771.0,1115.88,598.34
2011-04-08 13:00,90590.0,22845.0,1139.43,541.99
2011-04-08 14:00,90606.0,23208.0,1129.11,525.05
2011-04-08 15:00,90202.0,23521.0,1120.53,524.95
2011-04-08 16:00,88818.0,23450.0,1106.82,533.04
2011-04-08 17:00,88041.0,23485.0,1097.36,554.28
2011-04-08 18:00,88237.0,23272.0,1097.49,571.42
2011-04-08 19:00,89773.0,22606.0,1098.3,600.97
2011-04-08 20:00,91143.0,21579.0,1120.01,547.4
2011-04-08 21:00,90173.0,21153.0,1136.31,526.0
2011-04-08 22:00,86538.0,21016.0,1069.8,510.52
2011-04-08 23:00,82792.0,20862.0,1004.58,498.47
2011-04-09 00:00,79416.0,20954.0,962.48,452.25
2011-04-09 01:00,77423.0,21083.0,914.83,450.89
2011-04-09 02:00,76712.0,21383.0,968.78,450.66
2011-04-09 03:00,76071.0,21570.0,894.36,455.72
2011-04-09 04:00,76383.0,21601.0,897.97,483.22
2011-04-09 05:00,77588.0,22070.0,921.77,495.35
2011-04-09 06:00,78982.0,22355.0,960.88,502.67
2011-04-09 07:00,80299.0,22426.0,1017.09,508.67
2011-04-09 08:00,82713.0,22547.0,1039.59,510.85
2011-04-09 09:00,85035.0,22326.0,1068.95,502.91
2011-04-09 10:00,85513.0,22256.0,1072.12,510.77
2011-04-09 11:00,85502.0,22233.0,1076.89,510.21
2011-04-09 12:00,85050.0,22236.0,1086.38,508.8
2011-04-09 13:00,85040.0,22116.0,1081.2,472.57
2011-04-09 14:00,85209.0,22453.0,1077.95,470.99
2011-04-09 15:00,85081.0,22773.0,1080.59,480.9
2011-04-09 16:00,84278.0,22912.0,1073.5,504.78
2011-04-09 17:00,84098.0,23254.0,1070.2,524.88
2011-04-09 18:00,84546.0,22902.0,1065.93,519.57
2011-04-09 19:00,86435.0,22251.0,1075.35,513.94
2011-04-09 20:00,88044.0,21586.0,1101.64,511.51
2011-04-09 21:00,87828.0,21027.0,1136.02,471.14
2011-04-09 22:00,84432.0,20922.0,1083.42,453.59
2011-04-09 23:00,81212.0,20839.0,1015.41,451.94
2011-04-10 00:00,77989.0,20955.0,970.88,432.81
2011-04-10 01:00,75901.0,20913.0,924.15,432.58
2011-04-10 02:00,74985.0,21208.0,917.31,431.53
2011-04-10 03:00,74747.0,21266.0,972.01,433.29
2011-04-10 04:00,74916.0,21640.0,916.48,432.72
2011-04-10 05:00,75633.0,22162.0,918.61,432.87
2011-04-10 06:00,76579.0,22542.0,928.9,444.48
2011-04-10 07:00,77686.0,22591.0,950.52,448.18
2011-04-10 08:00,79265.0,22272.0,1015.16,465.86
2011-04-10 09:00,81793.0,22346.0,1056.62,462.82
2011-04-10 10:00,82802.0,22164.0,1073.92,462.62
2011-04-10 11:00,82853.0,22106.0,1077.36,462.33
2011-04-10 12:00,82533.0,22049.0,1073.64,453.77
2011-04-10 13:00,82742.0,22177.0,1080.25,451.81
2011-04-10 14:00,83187.0,22383.0,1077.51,450.29
2011-04-10 15:00,83164.0,22707.0,1067.82,457.61
2011-04-10 16:00,82837.0,22721.0,1054.44,473.8
2011-04-10 17:00,82852.0,23002.0,1054.54,469.0
2011-04-10 18:00,83771.0,22970.0,1059.27,487.14
2011-04-10 19:00,86047.0,22205.0,1084.36,477.44
2011-04-10 20:00,87854.0,21328.0,1118.45,441.98
2011-04-10 21:00,87432.0,21168.0,1274.71,434.69
2011-04-10 22:00,83908.0,21010.0,1097.46,433.59
2011-04-10 23:00,80557.0,20973.0,1029.87,431.68
2011-04-11 00:00,77131.0,20727.0,953.71,431.59
2011-04-11 01:00,75497.0,20906.0,980.54,430.31
2011-04-11 02:00,74770.0,21338.0,906.13,428.67
2011-04-11 03:00,75018.0,21857.0,895.7,449.49
2011-04-11 04:00,76203.0,22446.0,907.25,464.32
2011-04-11 05:00,78717.0,22920.0,961.34,464.43
2011-04-11 06:00,82639.0,23161.0,1045.51,465.12
2011-04-11 07:00,86308.0,22953.0,1136.08,468.35
2011-04-11 08:00,89724.0,22663.0,1150.14,475.37
2011-04-11 09:00,91903.0,22243.0,1233.87,517.69
2011-04-11 10:00,92311.0,22241.0,1301.55,518.12
2011-04-11 11:00,91171.0,22263.0,1181.6,513.93
2011-04-11 12:00,90241.0,22209.0,1170.85,497.42
2011-04-11 13:00,90441.0,22288.0,1197.91,470.24
2011-04-11 14:00,90265.0,22560.0,1192.03,451.91
2011-04-11 15:00,89715.0,22754.0,1175.54,452.07
2011-04-11 16:00,89297.0,23057.0,1162.24,458.47
2011-04-11 17:00,88846.0,23164.0,1147.26,452.36
2011-04-11 18:00,89097.0,23145.0,1144.37,464.96
2011-04-11 19:00,90316.0,22203.0,1142.88,455.18
2011-04-11 20:00,91144.0,21295.0,1180.27,455.53
2011-04-11 21:00,89906.0,21026.0,1268.53,420.55
2011-04-11 22:00,86380.0,20880.0,1139.82,418.22
2011-04-11 23:00,82389.0,20808.0,1033.14,417.75
2011-04-12 00:00,78217.0,20861.0,914.52,421.95
2011-04-12 01:00,76473.0,21095.0,887.37,418.66
2011-04-12 02:00,75953.0,21434.0,877.33,415.55
2011-04-12 03:00,75770.0,21777.0,872.83,430.14
2011-04-12 04:00,77089.0,22280.0,885.95,444.97
2011-04-12 05:00,79415.0,22715.0,934.94,443.11
2011-04-12 06:00,83218.0,22934.0,1024.91,444.16
2011-04-12 07:00,86461.0,22825.0,1066.56,450.64
2011-04-12 08:00,89936.0,22553.0,1108.53,481.23
2011-04-12 09:00,92079.0,21740.0,1144.55,634.22
2011-04-12 10:00,92429.0,21744.0,1195.81,645.18
2011-04-12 11:00,91068.0,21720.0,1128.11,643.38
2011-04-12 12:00,90166.0,21738.0,1118.21,513.6
2011-04-12 13:00,90297.0,22051.0,1126.94,488.12
2011-04-12 14:00,90180.0,22294.0,1126.65,448.53
2011-04-12 15:00,89902.0,22575.0,1119.02,447.5
2011-04-12 16:00,89163.0,22848.0,1111.63,439.49
2011-04-12 17:00,88730.0,23030.0,1109.1,449.0
2011-04-12 18:00,89038.0,23033.0,1107.18,463.77
2011-04-12 19:00,90032.0,22378.0,1106.09,450.87
2011-04-12 20:00,91130.0,21433.0,1132.63,451.26
2011-04-12 21:00,89580.0,21055.0,1153.43,422.24
2011-04-12 22:00,86103.0,20815.0,1091.48,421.0
2011-04-12 23:00,82060.0,20723.0,1022.07,420.83
2011-04-13 00:00,77980.0,20362.0,915.61,454.08
2011-04-13 01:00,76323.0,20631.0,893.53,452.4
2011-04-13 02:00,75486.0,20899.0,882.29,444.91
2011-04-13 03:00,75495.0,21255.0,879.69,496.85
2011-04-13 04:00,76665.0,21732.0,889.73,498.06
2011-04-13 05:00,79207.0,22202.0,929.4,514.59
2011-04-13 06:00,83163.0,22385.0,1017.26,517.14
2011-04-13 07:00,86463.0,22078.0,1057.17,518.43
2011-04-13 08:00,89860.0,21993.0,1115.22,548.24
2011-04-13 09:00,92110.0,21775.0,1141.3,548.59
2011-04-13 10:00,92172.0,21770.0,1188.22,534.88
2011-04-13 11:00,91062.0,21725.0,1134.64,513.8
2011-04-13 12:00,90381.0,21697.0,1135.57,517.11
2011-04-13 13:00,90560.0,21636.0,1145.62,511.68
2011-04-13 14:00,90838.0,21929.0,1144.19,496.66
2011-04-13 15:00,90023.0,22122.0,1139.06,497.65
2011-04-13 16:00,89697.0,22603.0,1129.84,496.94
2011-04-13 17:00,89092.0,22701.0,1119.1,502.16
2011-04-13 18:00,89095.0,22182.0,1115.3,510.95
2011-04-13 19:00,90397.0,21660.0,1115.53,509.4
2011-04-13 20:00,91088.0,20889.0,1127.48,502.43
2011-04-13 21:00,89853.0,20467.0,1140.72,455.89
2011-04-13 22:00,86243.0,20333.0,1077.91,452.04
2011-04-13 23:00,82080.0,20312.0,1007.86,450.68
2011-04-14 00:00,78076.0,20259.0,905.67,445.87
2011-04-14 01:00,76380.0,20568.0,882.76,444.93
2011-04-14 02:00,75474.0,20873.0,857.1,447.33
2011-04-14 03:00,75669.0,21017.0,856.99,478.0
2011-04-14 04:00,76795.0,21664.0,868.5,489.91
2011-04-14 05:00,78993.0,21940.0,916.31,490.68
2011-04-14 06:00,82797.0,22033.0,991.96,493.2
2011-04-14 07:00,85954.0,21877.0,1034.44,487.19
2011-04-14 08:00,89368.0,21567.0,1077.25,515.46
2011-04-14 09:00,91377.0,21383.0,1103.98,584.6
2011-04-14 10:00,91408.0,21301.0,1109.07,580.3
2011-04-14 11:00,90619.0,21344.0,1097.09,586.31
2011-04-14 12:00,89786.0,21235.0,1091.05,579.13
2011-04-14 13:00,90181.0,21350.0,1100.95,501.33
2011-04-14 14:00,90122.0,21812.0,1102.24,480.35
2011-04-14 15:00,89788.0,21973.0,1103.08,479.93
2011-04-14 16:00,89339.0,22457.0,1100.08,479.65
2011-04-14 17:00,88864.0,22498.0,1098.72,481.75
2011-04-14 18:00,88367.0,22113.0,1095.81,485.76
2011-04-14 19:00,89561.0,21409.0,1080.45,486.24
2011-04-14 20:00,90351.0,20715.0,1107.23,487.09
2011-04-14 21:00,89464.0,20336.0,1132.35,461.69
2011-04-14 22:00,85689.0,20147.0,1065.88,459.02
2011-04-14 23:00,81807.0,20074.0,997.14,446.74
2011-04-15 00:00,77962.0,20080.0,904.72,456.5
2011-04-15 01:00,75898.0,20208.0,881.09,457.86
2011-04-15 02:00,75116.0,20577.0,858.66,456.86
2011-04-15 03:00,75338.0,21183.0,864.08,500.95
2011-04-15 04:00,76423.0,21599.0,881.44,522.31
2011-04-15 05:00,78725.0,22219.0,912.67,548.72
2011-04-15 06:00,82600.0,22318.0,994.3,551.49
